certain,'sә:tәn,9,"a. 确定的, 某一个的, 必然的\n[法] 确凿的, 无疑的, 可靠的"
whose,hu:z,9,pron. 谁的
wise,waiz,9,"a. 明智的, 慎虑的, 聪明的, 博学的, 狡猾的, 机灵的\nvi. 知道\nvt. 教导, 告诉, 劝导\nn. 方法, 方式\n[计] 教育信息系统"
advantage,әd'vɑ:ntidʒ,9,"n. 优点, 便利, 好处, 优势\nvt. 有助于"
thought,θɒ:t,9,"n. 想法, 思想, 思维, 关心, 挂念\nthink的过去式和过去分词"
today,tә'dei,9,"n. 今天, 当今, 现在\nadv. 今天, 当今"
morning,'mɒ:niŋ,9,"n. 早晨, 早上, 初期"
believe,bi'li:v,9,v. 相信
railroad,'reilrәud,9,"n. 铁路, 铁路公司\nvt. 铺设铁路, 用铁路运输\nvi. 在铁路工作"
run,rʌn,9,"n. 跑, 赛跑, 奔跑, 奔跑的路程, 趋向, 流出, 运转时间, 连续\nvi. 跑, 奔跑, 跑步, 赛跑, 竞赛, 行驶, 运转, 进行, 蔓延\nvt. 使跑, 参赛, 追究, 驾驶, 开动, 管理, 经营, 使流出, 运行\na. 熔化的, 融化的, 浇铸的\nrun的过去式和过去分词\n[计] 运行"
lived,livd. 'laivd,9,a. 有生命的
soul,sәul,9,"n. 灵魂, 心灵, 精神, 精髓, 人, 化身, 典型, 鬼魂\na. 黑人的"
coat,kәut,9,"n. 外套\nvt. 外面覆盖, 给...穿外套"
already,ɒ:l'redi,9,"adv. 已经, 早已"
water,'wɒ:tә,9,"n. 水, 雨水, 海水, 水位, 水面, 流水\nvt. 给...浇水, 供以水, 注入水, 使湿\nvi. 流泪, 流口水, 加水\na. 水的, 水上的, 水生的, 含水的"
each,i:tʃ,9,"a. 每个, 每一\nadv. 每个\npron. 每个, 个人, 各自"
probably,'prɒbәbli,9,"adv. 大概, 或许"
eight,eit,9,"num. 八, 八个"
cold,kәuld,9,"n. 感冒, 寒冷\na. 寒冷的, 冷淡的, 冷静的\nadv. 完全地"
hands,,9,"n. 拥有, 所有\n[计] 动手"
call,kɒ:l,9,"n. 呼叫, 访问, 打电话, 号召, 召集, 要求\nvt. 呼叫, 召集, 打电话\nvi. 叫喊, 访问, 叫牌\n[计] 调用; 呼叫; DOS内部命令:在批处理文件中调用另一个批处理文件"
going,'gәuiŋ,9,"n. 去, 离去, 工作情况, 地面状况, 行为\na. 进行中的, 流行的, 成功的, 现存的"
others,,9,pron. 其他人
wear,wєә,8,"n. 穿着, 戴, 使用, 耗损, 服装, 耐久性\nvt. 穿着, 戴, 留(须、发等), 呈现, 磨损, 磨成, 耗损, 使疲乏, 消磨\nvi. 磨损, 变旧, 耐久, 渐变, 渐渐消失"
woods,wjdz,8,"n. 森林, 树林"
bodies,,8,n. （文章、文件等的）正文；（人或动物的）身体；主体部分（body的复数）
need,ni:d,8,"n. 需要, 必须, 缺乏\nvt. 需要, 必需\nvi. 贫困, 有必要\naux. 需要"
works,,8,"n. 工程, 工厂, 工事, 活动部件, 机件, 著作, 作品, 善行, 德行\n[机] 工厂, 工场"
beside,bi'said,8,prep. 在旁边
worth,wә:θ,8,"n. 价值, 财产\na. 值...的, 值得的"
building,'bildiŋ,8,"n. 建筑物, 建筑\n[法] 营造, 建筑, 建筑物"
obtain,әb'tein,8,"vt. 获得, 达到\nvi. 流行, 得到公认"
value,'vælju:,8,"n. 价值, 价格, 购买力, 评价, 估价, 计算结果\nvt. 评价, 估价, 重视\n[计] 计算结果"
summer,'sʌmә,8,"n. 夏季, 全盛时期\nvi. 避暑, 过夏天\n[计] 加法器"
meal,mi:l,8,"n. 一餐, 膳食, 粗粉\nvi. 进餐"
easily,'i:zili,8,"adv. 容易地, 轻易地, 流利地"
family,'fæmәli,8,"n. 家庭, 家人, 族\na. 家庭的"
away,ә'wei,8,adv. 离去
luxury,'lʌkʃәri,8,"n. 奢侈, 豪华\na. 奢侈的, 豪华的"
cents,sents,8,"n. 分, 一分钱的硬币( cent的复数形式 )"
particular,pә'tikjulә,8,"n. 一项(或条、点), 个别项目, 详细说明\na. 特别的, 独有的, 挑剔的, 详尽的"
saw,sɒ:,8,"n. 锯子, 谚语\nvt. 锯, 锯开, 来回移动\nvi. 拉锯, 移动\nsee的过去式"
alone,ә'lәun,8,"a. 孤独的, 单独的, 独自的\nadv. 独自地"
outward,'autwәd,8,"a. 向外的, 表面的, 外服的\nadv. 向外, 在外, 表面"
hundred,'hʌndrәd,8,"n. 百, 百个东西\nnum. 百, 百个\na. 一百的, 许多的"
learned,'lә:nid,8,"a. 有学问的, 学术上的\nlearn的过去式和过去分词"
4,,8," four"
six,siks,8,"num. 六, 六个"
art,ɑ:t,8,"n. 艺术, 人文科学, 技术, 巧妙, 诡计, 美术\n[计] 实际保持时间, 特许权和资源表, 平均检索时间, 平均运行时间"
case,keis,8,"n. 情形, 情况, 箱, 容器, 事实, 病例, 案例, 框子\nvt. 装箱, 包盖"
instead,in'sted,8,"adv. 作为替代, 反而"
hard,hɑ:d,8,"a. 坚硬的, 硬的, 难的, 艰苦的, 困难的, 坚固的, 猛烈的, 艰难的, 结实的, 确实的\nadv. 坚硬地, 努力地, 辛苦地, 接近地, 猛烈地, 牢固地"
horse,hɒ:s,8,"n. 马, 骑兵, 脚架\nvi. 骑马, 取笑\nvt. 使骑马, 系马于"
actually,'æktʃuәli,8,"adv. 事实上, 竟然, 如今, 现在"
came,keim,8,come的过去式
goes,ɡәus,8,v. 前进；行走（go的第三人称单数形式）
meanwhile,'mi:nhwail,8,"n. 其时, 其间\nadv. 同时, 于此时"
account,ә'kaunt,8,"n. 报告, 解释, 估价, 理由, 利润, 算账, 帐目\nvi. 报帐, 解释, 导致, 报偿, 占, 杀死\nvt. 认为\n[计] 帐户, 帐号"
rent,rent,8,"n. 租金, 房租, 出租物, 裂缝, 破裂处, 分裂\nvt. 租用, 租出\nvi. 出租\na. 分裂的, 破裂的\nrend的过去式和过去分词"
order,'ɒ:dә,8,"n. 次序, 规则, 命令\nvi. 命令, 定货\nvt. 整理, 命令, 定购\nn. 顺序, 阶数\n[计] 顺序, 阶数"
here,hiә,8,"adv. 在这里, 此时, 这里\nn. 这里"
next,'nekst,8,"n. 下一个\na. 下一个的, 其次的, 贴近的\nadv. 然后, 下次, 次于\n[计] 近邻干扰"
various,'vєәriәs,8,"a. 不同的, 各种的, 多方面的, 许多的, 个别的, 杂色的\n[法] 不同的, 种种的, 各式各样的"
neighbors,,8,"n. 街坊邻里, 邻居；邻国；邻元素（neighbor的复数）"
spring,spriŋ,8,"n. 春天, 弹簧, 跳跃, 弹性, 活力, 泉, 源泉\na. 春天的\nvi. 跳, 弹跳, 涌出, 生长, 裂开, 高耸\nvt. 使跳起, 使爆炸, 突然提出"
half,hɑ:f,8,"n. 一半, 半场, 不完全\na. 一半的, 不完全的, 部分的, 半场的\nadv. 一半地, 部分地, 在某种程度上地, 几乎"
above,ә'bʌv,8,"prep. 在上方, 超出\nadv. 在上面\na. 上述的, 上面的"
light,lait,8,"n. 光, 光亮, 灯, 日光, 发光体, 光源, 杰出人物, 火花, 眼光\na. 轻的, 少量的, 轻微的, 轻快的, 轻浮的, 明亮的, 淡色的, 容易的\nvt. 点燃, 照亮\nvi. 点着, 变亮, 突降, 偶然碰到\nadv. 轻地"
stone,stәun,8,"n. 石头, 宝石, 果核, 纪念碑, 结石\nvt. 投扔石子, 铺石头\na. 石的, 石制的, 完全的"
mode,mәud,8,"n. 模态, 调式, 样式, 文体, 状态, 方式, 风尚\n[计] 方式; DOS外部命令:设定各种设备命令"
necessaries,ˈnesəsəriz,7,"n. 必需品; 必需品( necessary的名词复数 ); 必要物; 必要, 必须; [用复数][法律]生活必需品"
open,'әupәn,7,"n. 公开, 户外, 空旷\na. 开着的, 开放的, 开阔的, 营业着的, 公开的, 悬而未决的\nvt. 打开, 公开, 开放\nvi. 展开, 开始, 展现\n[计] 打开指令; 打开语句"
architecture,'ɑ:kitektʃә,7,"n. 建筑学, 建筑式样\n[计] 体系结构"
obtained,,7,v. 获得（obtain的过去分词）
mind,maind,7,"n. 思想, 愿望, 智力, 记忆, 心理, 情绪, 理智, 主意, 心意\nvi. 介意, 注意, 留心\nvt. 注意, 留意, 专心于, 照看, 介意"
bed,bed,7,"n. 床, 睡眠处, 河床, 底座, 路基, 一层\nvt. 提供宿处, 栽种, 安装\nvi. 睡, 形成坚实的一层"
since,sins,7,"prep. 自...以后, 自...以来\nadv. 自那时以后\nconj. 既然, 自...以后, 自...以来"
society,sә'saiәti,7,n. 社会；社交界；交往；社团
ornaments,,7,n. 装饰品（ornament的复数）
earned,ә:nd,7,a. 挣得的
proportion,prә'pɒ:ʃәn,7,"n. 比例, 比率, 均衡, 部分, 面积\nvt. 使成比例, 使均衡"
employed,,7,vt. 雇佣（employ的过去分词）
nearly,'niәli,7,"adv. 几乎, 密切地"
read,ri:d,7,"v. 读, 阅读, 理解\na. 有学问的\nn. 读取, 阅读\n[计] 读取"
wood,wud,7,"n. 木材, 木制品\nvt. 植林于, 给...添加木柴\nvi. 收集木材"
times,taimz,7,"n. 时代, 境遇, 时报"
required,ri'kwaiәd,7,a. 必需的
try,trai,7,"n. 尝试, 试验, 审理, 审判\nvt. 试, 尝试, 试验, 考验, 审问, 提炼\nvi. 尝试, 试图"
thirty,'θә:ti,7,"num. 三十, 三十个"
dust,dʌst,7,"n. 灰尘, 尘埃, 粉末, 花粉, 土, 骚乱\nvt. 拂去灰尘, 撒, 弄成粉末\nvi. 拂去灰尘, 化为粉末"
god,,7,
leisure,'li:ʒә,7,"n. 空闲, 闲暇, 悠闲\na. 空闲的, 有闲的"
thing,θiŋ,7,"n. 事物, 东西, 物, 用品, 事, 事件, 情况, 行为, 特征"
costs,,7,n. 费用；诉讼费；损失（cost的复数）
course,kɒ:s,7,"n. 课程, 路线, 过程, 一道菜, 道路\nv. 追, (使)跑"
important,im'pɒ:tәnt,7,"a. 重要的, 有地位的, 大量的, 显要的, 自负的\n[计] 要点"
begin,bi'gin,7,v. 开始\n[计] 开始
village,'vilidʒ,7,"n. 村庄\na. 乡村的, 村庄的"
against,ә'geinst,7,"prep. 反对, 对着, 倚靠"
thy,ðai,7,pron. 你的
birds,,7,n. 鸟类；禽（bird的复数）
whatever,hwɒt'evә,7,pron. 无论什么
3,,7," three"
appear,ә'piә,7,"vi. 出现, 显得, 来到\n[法] 出庭, 到案, 出现"
sweet,swi:t,7,"n. 甜蜜, 糖果, 情人\na. 甜的, 芳香的, 悦耳的, 漂亮的, 和蔼的, 不咸的, 灵活的, 轻快的"
rich,ri:tʃ,7,"a. 富裕的, 富饶的, 浓厚的, 贵重的"
thousand,'θauznd,7,"num. 千\na. 成千的, 许多的\nn. 许许多多"
learn,lә:n,7,vt. 学习；认识到；得知
natural,'nætʃәrәl,7,"n. 白痴\na. 自然的, 自然界的, 本能的, 天然的, 物质的, 正常的, 原始的, 自然数的"
sit,sit,7,"vi. 坐, 就座, 坐落\nvt. 使就座, 骑\nn. 坐, 衣服合身"
respect,ri'spekt,7,"n. 尊敬, 尊重, 问候\nvt. 尊敬, 注意, 遵守"
readers,,7,"n. 读者, 读物（reader的复数形式）"
state,steit,7,"n. 州, 状态, 情形, 国家, 政府, 领土, 国务, 社会地位\na. 国家的, 正式的, 礼仪用的, 州的\nvt. 说明, 陈述, 规定\n[计] 状态"
bark,bɑ:k,7,"n. 树皮, 吠声\nvi. 吠, 叫骂\nvt. 喊出, 剥树皮"
timber,'timbә,7,"n. 木材, 木料\nvt. 用木材建造"
stones,,7,n. 小石头；石子（stone的复数）
back,bæk,7,"a. 后面的\nvt. 使后退, 支持\nvi. 倒退, 背靠\nadv. 向后地\nn. 背部, 后面"
high,hai,7,"n. 高度, 高处\na. 高的, 高级的, 主要的, 高尚的, 高原的, 高音的, 昂贵的, 傲慢的\nadv. 高度地, 奢侈地"
foundation,faun'deiʃәn,7,"n. 基础, 根据, 建立\n[化] 地基"
fruits,,7,"[法] 孽息, 收益, 成果"
warmth,wɒ:mθ,7,"n. 温暖, 温情, 暖和, 激动, 生气"
grass,græs,6,"n. 草, 草原, 牧场\n[医] 草, 禾本"
eat,i:t,6,"v. 吃, 腐蚀"
hear,hiә,6,"vt. 听到, 倾听, 听说, 审理\nvi. 听见, 听"
extent,ik'stent,6,"n. 范围, 程度, 区域\n[计] 范围"
oxen,'ɔksәn,6,"牛, 公牛"
economy,i'kɒnәmi,6,"n. 经济, 理财, 节约\n[医] 经济, 整体"
neighborhood,'neibәhud,6,"n. 附近, 邻近"
ready,'redi,6,"n. 预备好的状态, 现款\na. 准备好的, 备用的, 可以使用的\nadv. 预先, 迅速\nvt. 使准备好"
length,leŋθ,6,"n. 长度, 长, 期间, 一段\n[计] 记录长度; 块长; 字长"
keeps,,6,n. 罐笼座；盖子（keep的复数形式）
raise,reiz,6,"n. 上升, 高地, 增高\nvt. 升起, 举起, 唤起, 提高, 使出现, 使复活, 提出, 筹集, 饲养"
circumstances,,6,"[法] 事件, 事项, 详细情节"
interest,'intrist,6,"n. 兴趣, 嗜好, 利息, 利益, 爱好, 趣味, 势力\nvt. 使感兴趣, 与...有关系"
expenses,,6,"n. 开支, 经费, 费用\n[法] 开支, 支出, 经费"
degraded,di'greidid,6,"a. 被降级的, 落泊的, 退化的"
round,raund,6,"n. 圆, 圆形物, 巡回, 循环, 一轮, 一回合, 一局, 范围, 轮唱\na. 圆的, 球形的, 丰满的, 肥胖的, 完全的, 大概的, 完美的, 圆润的\nprep. 围着, 附近, 绕过, 在...周围\nadv. 围绕着, 在周围, 迂回地, 挨个, 朝反方向\nvt. 弄圆, 使成圆形, 绕行, 完成, 围捕, 把...四舍五入\nvi. 变圆, 发胖, 环行, 拐弯, 进展"
shoes,,6,n. 鞋子（shoe的复数）
animal,'ænimәl,6,n. 动物\n[医] 动物
primitive,'primitiv,6,"n. 原始人, 早期艺术家\na. 原始的, 上古的\n[计] 图元; 原语; 基元"
families,,6,n. 家族；家庭（family的复数）
dry,drai,6,"a. 干的, 无酒的, 枯燥无味的, 干燥的\nvt. 把...弄干\nvi. 变干\nn. 干, 干涸"
character,'kærәktә,6,"n. 个性, 字符, 人物, 性质, 品格, 资格\n[计] 字符"
worse,wә:s,6,"n. 更坏的事, 更恶劣的事, 败局\na. 更坏的, 更恶劣的\nadv. 更坏地, 更恶劣地"
feel,fi:l,6,"vt. 感觉, 觉得, 触摸, 以为\nvi. 有知觉, 摸索, 同情\nn. 感觉, 觉得, 触摸"
potatoes,,6,n. 马铃薯；土豆（potato的复数形式）
indians,,6,n. 印第安人；印度人（Indian的复数）
fact,fækt,6,"n. 事实, 真实性, 真相, 细节, 论据"
honestly,'ɒnistli,6,"adv. 真诚地, 公正地"
window,'windәu,6,"n. 窗户, 窗子, 窗口\nvt. 给...开窗\n[计] 窗口"
experiment,ik'sperimәnt,6,"n. 实验, 试验, 实验仪器\nvi. 实验, 尝试"
ice,ais,6,"n. 冰, 冰淇淋, 糖衣, 冷若冰霜, 矜持, 贿赂\nvt. 使结冰, 冰镇, 覆以糖衣\nvi. 结冰"
faith,feiθ,6,"n. 信心, 信任, 忠实, 保证\n[法] 信任, 信仰, 信念"
student,'stju:dnt,6,"n. 学生, 研究者, 学者"
fine,fain,6,"n. 罚款, 罚金, 晴天, 精细\na. 好的, 晴朗的, 健康的, 细小的, 精细的\nvt. 罚款, 精炼, 澄清\nvi. 变清, 变细\nadv. 很好\n[计] 精细"
sure,ʃuә,6,"a. 确信, 必然的, 必定的\nadv. 当然, 确实地, 无疑地"
meet,mi:t,6,"n. 会, 集会\na. 适宜的, 合适的\nvt. 遇见, 引见, 认识, 满足, 对付\nvi. 相遇, 接触"
suit,sju:t. su:t,6,"n. 套装, 诉讼, 请求, 起诉, 套, 组\nvt. 适合, 使适应\nvi. 合适, 相称"
deal,di:l,6,"n. 交易, 协定, 数量, 买卖, 松木板\nvi. 处理, 应付, 做生意\nvt. 分配, 发牌, 给予\n[计] 发牌"
dress,dres,6,"n. 服装, 覆盖物\nvi. 穿着\nvt. 给...穿衣, 整理"
skin,skin,6,"n. 皮肤, 皮\nvt. 剥皮, 在...植皮\nvi. 长皮, 愈合, 蜕皮"
bought,bɒ:t,6,a. 买来的\nbuy的过去式和过去分词
yourself,juә'self,6,pron. 你自己
ten,ten,6,"num. 十, 十个"
evil,'i:vl,6,"n. 邪恶, 不幸, 罪恶\na. 邪恶的, 不幸的, 有害的, 讨厌的"
bad,bæd,6,a. 坏的\nn. 坏\nadv. 坏地
consider,kәn'sidŋ,6,"v. 考虑, 思考, 认为"
vital,'vaitl,6,"a. 生命的, 重要的, 充满活力的, 生死攸关的, 致命的\n[医] 生命的, 生活的, 生活上必需的, 紧要的"
afford,ә'fɒ:d,6,"vt. 买得起, 足以, 给予"
making,'meikiŋ,6,"n. 制造, (手工)制造业, 制作, 形成, 发展, 要素, 内在因素, 赚头, 制造物"
air,єә,6,"n. 空气, 旋律, 态度\nvt. 晾, 使通风, 夸耀"
salt,sɒ:lt,6,"n. 盐, 风趣, 刺激\na. 含盐的, 咸的, 风趣的, 辛辣的\nvt. 加盐于, 用盐腌"
form,fɒ:m,6,"n. 形状, 形体, 类型, 方式, 表格, 形式\nv. 形成, 排列, (使)组成\nn. 表单\n[计] 表单"
face,feis,6,"n. 脸, 面容, 正面, 外观\nvt. 面对, 朝, 正视, 面临\nvi. 朝, 向\n[计] 现场可改变的控制元件"
class,klɑ:s,6,"n. 班级, 阶级, 种类, 课\nvt. 分类\n[计] 类别; 类; 种类; 类程"
comforts,ˈkʌmfəts,6,"n. 安慰( comfort的名词复数 ); 舒适; 使人舒服的事物; 给予援助或安慰的人或事\nv. 安慰, 使舒适( comfort的第三人称单数 )"
remember,ri'membә,6,"vt. 记得, 回忆起, 记住, 铭记, 纪念\nvi. 记得"
exchange,iks'tʃeindʒ,6,"n. 交换, (电话)交换局, 交换机, 汇兑, 交易所\nv. 交换, 交易, 兑换\n[计] 交换; 电话局"
rye,rai,6,"n. 黑麦, 吉卜赛绅士\n[医] 黑麦"
tree,tri:,6,"n. 树, 木料, 树状物\nvt. 把...赶上树\n[计] 树; DOS外部命令:显示指定磁盘驱动器的目录结构"
trust,trʌst,6,"n. 信任, 信赖, 相信, 受托, 职责, 信心, 托拉斯\na. 信托的, 托拉斯的\nvt. 信赖, 信任, 相信, 盼望, 赊卖给\nvi. 相信, 信赖, 依靠\n[计] 委托, 信任"
wind,wind,6,"n. 风, 气息, 气味, 呼吸, 风声, 趋势, 空谈, 卷绕, 弯曲\nvt. 使通风, 嗅出, 使喘气, 吹号角, 上发条, 缠绕, 包, 绞起, 吊起, 使弯曲, 使迂回\nvi. 嗅出猎物, 吹响号角, 卷曲, 蜿蜒, 迂回, 缠绕"
thin,θin,6,"a. 薄的, 细的, 瘦的, 稀疏的, 稀薄的, 淡的, 弱的, 空洞的\nvt. 使变薄, 使变细, 使稀少, 使淡\nvi. 变薄, 变细, 变少, 变淡\nadv. 薄地, 稀疏地, 微弱地\nn. 细小部分"
usual,'ju:ʒuәl,6,"a. 平常的, 通常的"
tell,tel,6,"vt. 告诉, 说, 吩咐, 断定, 知道\nvi. 讲述, 泄密, 告发, 表明"
care,kєә,6,"n. 小心, 照料, 忧虑\nvi. 关心, 介意\nvt. 在意, 喜欢"
knows,,6,v. 知道（know的第三人称单数形式）
luxurious,lʌg'zjuәriәs,6,"a. 豪华的, 奢侈的, 放纵的"
possible,'pɒsәbl,6,"a. 可能的, 潜在的, 合适的\nn. 可能性, 可能的事物"
axe,,6,"n. 斧, 斧头\nvt. 削减(人员、经费、计划、机构等)"
townsmen,'taunzmən,6,"n. 城市居民, 市民, 同城市的市民( townsman的名词复数 )"
retain,ri'tein,6,"vt. 保持, 保有, 留住, 记得, 付定金聘请\n[经] 保留, 留存"
fit,fit,6,"n. 适宜, 合身, 发作, 痉挛\na. 适宜的, 对的, 准备好的\nvt. 适合, 安装, 使合身, 使适应, 使合格\nvi. 适合, 符合, 合身\n[计] 非特"
eyes,,6,n. 眼睛（eye的复数）
according,ә'kɒ:diŋ,6,"a. 相符的, 根据...而定的\nadv. 相应地"
study,'stʌdi,6,"n. 学习, 研究, 学科, 论文, 求学, 书房, 试作\nvt. 学习, 读书, 研究, 考虑, 计划\nvi. 学习, 思索"
itself,it'self,5,"pron. 它本身, 它自己"
luxuries,ˈlʌkʃəriz,5,n. 奢侈( luxury的名词复数 ); 豪华; 奢侈品; 不常有的乐趣（或享受、优势）
desire,di'zaiә,5,"n. 欲望, 要求\nvt. 想要, 请求\nvi. 渴望"
garret,'gærәt,5,"n. 层顶层, 阁楼, 顶楼, 头"
inhabitants,ɪn'hæbɪtənts,5,"n. 居民, 住户, （栖息在某地区的）动物( inhabitant的复数形式 )"
likely,'laikli,5,"a. 有可能的, 合适的, 前途有望的\nadv. 或许, 可能"
instance,'instәns,5,"n. 建议, 情况, 例子, 场合\nvt. 引以为例, 举例说明"
boy,bɒi,5,"n. 男孩\n[法] 男孩, 少年, 儿子"
therefore,'ðєәfɒ:,5,"adv. 因此, 所以"
unless,.ʌn'les,5,conj. 除非\nprep. 除...之外
help,help,5,"n. 帮忙, 帮助者, 补救办法, 有益的东西\nvt. 帮助, 帮忙, 接济, 治疗, 款待\nvi. 有用, 救命, 招待\n[计] 帮助, 帮助程序; DOS外部命令: DOS命令的电子文件帮助程序"
improve,im'pru:v,5,"vt. 改良, 提高...的价值, 改善, 利用\nvi. 变得更好, 增加"
point,pɒint,5,"n. 点, 小数点, 标点, 地点, 要点, 特点, 尖端, 分数, 得分, 穴位\nvt. 弄尖, 强调, 指出, 加标点于, 瞄准\nvi. 指, 指向, 表明"
nations,,5,n. 国家（nation的复数）
wholesome,'hәulsәm,5,"a. 有益健康的, 合乎卫生的, 健全的, 有益的, 有生气的, 审慎的"
produce,prә'dju:s,5,"n. 生产品, 物产, 后代\nvt. 产生, 生产, 提出, 出示\nvi. 生产, 制造"
father,'fɑ:ðә,5,"n. 父亲, 祖先, 长辈, 神父, 创始者\nvt. 当...的父亲, 保护, 创作, 发明, 培养"
modern,'mɒdәn,5,"n. 现代人, 有思想的人\na. 现代的, 时髦的"
8,,5," eight"
charity,'tʃæriti,5,"n. 慈悲, 博爱, 慈善团体, 施舍\n[法] 宽大, 宽恕, 慈善机关"
door,dɒ:,5,n. 门
doors,,5,n. 大门；入口；通道（door的复数）
truth,tru:θ,5,"n. 事实, 实情\n[法] 真实, 真相, 事实"
white,hwait,5,"n. 白色, 洁白, 眼白, 白种人, 蛋白\na. 白色的, 纯洁的, 白种的, 苍白的, 空白的, 幸运的"
wont,wɒnt,5,"n. 习惯\na. 惯常的, 易于...的\nvi. 习惯\nvt. 使习惯于"
regard,ri'gɑ:d,5,"n. 关心, 注意, 尊敬, 关系, 问候\nvt. 视为, 注意, 考虑, 和...有关, 看待\nvi. 注视, 注意"
beauty,'bju:ti,5,"n. 美, 美人"
fare,fєә,5,"n. 费用, 旅客, 食物\nvi. 进展, 进步, 经营, 过活"
pine,pain,5,"n. 松树, 松木\nvi. 消瘦, 憔悴, 痛苦, 怀念, 渴望\n[计] 邮件程序"
subject,'sʌbdʒekt,5,"n. 科目, 主题, 臣民, 主语, 题目, (事物的)经受者, 学科, 受治疗者, 原因, 理由\na. 服从的, 易患...的, 隶属的, 受支配的\nadv. 在...条件下\nvt. 使隶属, 使受到\n[计] 主题, 主体"
paint,peint,5,"n. 油漆, 颜料, 绘画作品, 涂漆\nvt. 油漆, 绘, 画, 描绘, 装饰, 点缀\nvi. 绘画, 涂漆"
